"id","sentence","aspect","opinion"
"1867","The first 2 courses were very good , but the chocolate sampler was too rich for me and the dessert wine far too sweet .","dessert wine","too sweet"
"2026","Butter was melted , white wine warm , cheese oozing everywhere .","Butter","melted"
"2026","Butter was melted , white wine warm , cheese oozing everywhere .","white wine","warm"
"2026","Butter was melted , white wine warm , cheese oozing everywhere .","cheese","oozing"
"273","We had a party in their private room and they made it truly memorable and were very helpful in the planning .","private room","truly memorable"
"1318","It can not be the ambience , because the place is very cramped and some guests have to sit in an aisle .","place","cramped"
"2011","We were disappointed with the pre-fixe menu of only 2 choices per course ( other restaurants offer 3 choices ) and ended up ordering a la carte .","pre-fixe menu","disappointed"
"2011","We were disappointed with the pre-fixe menu of only 2 choices per course ( other restaurants offer 3 choices ) and ended up ordering a la carte .","choices per course","disappointed"
"1563","Authentic Pakistani food .","Pakistani food","Authentic"
"3235","The staff has always been friendly without seeming grating , and the chef has greeted us on a couple of occasions .","staff","friendly"
"1459","The eggplant parmesan is also great , and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce .","eggplant parmesan","great"
"1459","The eggplant parmesan is also great , and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce .","baked ziti with meatsauce","better"
"1597","Quality ingredients preparation all around , and a very fair price for NYC .","ingredients","Quality"
"1597","Quality ingredients preparation all around , and a very fair price for NYC .","price","fair"
"910","Service was very good - prompt , attentive and non-intrusive .","Service","good prompt attentive non-intrusive"
"1441","My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid , and was unnecessarily heated with a burner .","crabmeat","unnecessarily"
"733","In such a crappy part of town to find a good value for lunch , this place is great .","value","good"
"1305","In fact , while leaving the place we saw two people looking at the menu , and I could n't help telling them that the food was horrible .","food","horrible"
"1951","Even though the restaurant was packed , we were seated promptly and even asked for a table upstairs with no problems .","seated","promptly"
"2418","The bread is the soft paratha bread ( unlike the plain bread they use in Calcutta ) , and the stuffing is tandoori styled and very flavorful .","paratha bread","soft"
"2418","The bread is the soft paratha bread ( unlike the plain bread they use in Calcutta ) , and the stuffing is tandoori styled and very flavorful .","bread","plain"
"2418","The bread is the soft paratha bread ( unlike the plain bread they use in Calcutta ) , and the stuffing is tandoori styled and very flavorful .","stuffing","styled flavorful"
"2418","The bread is the soft paratha bread ( unlike the plain bread they use in Calcutta ) , and the stuffing is tandoori styled and very flavorful .","tandoori","styled"
"2555","Service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , I 'm willing to overlook it .","Service","friendly"
"2555","Service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , I 'm willing to overlook it .","prices","good"
"2555","Service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , I 'm willing to overlook it .","delivery time","slow"
"2688","The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .","food","pricey"
"2688","The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .","price","good"
"2737","The service is excellent , the decor is great , and the food is delicious and comes in large portions .","service","excellent"
"2737","The service is excellent , the decor is great , and the food is delicious and comes in large portions .","decor","great"
"2737","The service is excellent , the decor is great , and the food is delicious and comes in large portions .","food","delicious"
"2737","The service is excellent , the decor is great , and the food is delicious and comes in large portions .","portions","large"
"2440","An excellent service","service","excellent"
"1570","The food however , is what one might expect .","food","expect"
"2244","I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST !","Thai noodles with shrimp and chicken and coconut juice","LOVE MUST"
"3606","The pizza was really good .","pizza","good"
"1454","The only possible drawback to this last point is that as of the date of this posting , the additional menu items are only written in Chinese .","menu items","drawback"
"3543","Food is average , and I would say even the chain restaurant Baluchi 's tastes better .","Food","average"
"1206","The place is small and cramped but the food is fantastic .","place","small cramped"
"1206","The place is small and cramped but the food is fantastic .","food","fantastic"
"2648","The food is tasty and portion sizes are appropriate .","food","tasty"
"2648","The food is tasty and portion sizes are appropriate .","portion sizes","appropriate"
"493","Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them .","Kosher dills","perfect"
